Event Name,Event Description,Event Image,Event Date,Event Time,Event End Date,Event End Time,Place,Street,City,State,Pincode,Event URL
Bowl Turning With Carbide Tools,"Bowl Turning With Carbide Tools If you’ve ever admired wooden bowls and wondered how to make them, here is your opportunity! We will guide you step by step through the process of turning your own bowl on the lathe with Rockler’s easy-to-use carbide turning tools. You’ll learn about stock selection, chucking, and different bowl finishes. At the end of the day, you’ll have a bowl to take home!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1044882053%2F166473302630%2F1%2Foriginal.20250603-154739?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.00515151515152&fp-y=0.0029&s=db9b069e86f18b0ea21d4621f0150e6b,Multiple dates,,,,Rockler Woodworking and Hardware - Phoenix,4626 E Thunderbird Rd Ste 110,Phoenix,AZ,85032,https://www.eventbrite.com/e/bowl-turning-with-carbide-tools-tickets-1096397647879
Float Like A Buffalo,Float Like A Buffalo w/ special guests,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1178586986%2F269527761274%2F1%2Foriginal.20260227-052900?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=20e3b62733edb7922e062cb1dac21b62,05/06/2026,08:00 PM,05/06/2026,,Last Exit Live,717 S. Central Ave,Phoenix,AZ,85004,https://www.eventbrite.com/e/float-like-a-buffalo-tickets-1984106544084
Create & Canvas,"Tap into your creative side while painting alongside local artist and instructor Carrie Curran. Please meet in the Lobby 15 minutes early. There is garage parking and valet parking available. We ask that any cancellation to your reservation be made no less than 24 hours prior. No refunds will be awarded for no shows or late cancellations. This weeks painting is ""Monet Waterlillies"".",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172255003%2F2795641781261%2F1%2Foriginal.20251203-182255?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.186&fp-y=0.506&s=13740f6332071c0c9706e5e927d0f945,05/01/2026,04:00 PM,05/01/2026,06:00 PM,"Arizona Biltmore, LXR Hotels & Resorts",2400 East Missouri Avenue,Phoenix,AZ,85016,https://www.eventbrite.com/e/create-canvas-tickets-1976967247255
VIP Meet and Greet (General Admission Sold Separately),Hang with Creed up close and personal at our Meet and Greet event - ONE HOUR PRIOR TO CREED'S SHOWTIME! Must purchase GA ticket from Venue Come join us for an exclusive,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170898971%2F2208107194223%2F1%2Foriginal.20251113-175359?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=7ebc58621ad4b0b496f110e3fafac63f,05/08/2026,07:00 PM,05/08/2026,08:00 PM,Valley Bar,130 North Central Avenue,Phoenix,AZ,85004,https://www.eventbrite.com/e/vip-meet-and-greet-general-admission-sold-separately-tickets-1969895194555
Margin & Mic: A Club for Written & Spoken Word,"Bring your journal. We’ll provide the prompt. You’ll have time to write, sip something good, and save or share your piece on the mic. Welcome to This is your space to slow down, write freely, and speak your truth (if you feel like it). We’ll start with a prompt to get your pen moving. You’ll have time to sip, write, vibe, and...if the moment feels right, step up to the mic and share your words. No pressure. Just expression, community, and connection. Whether you're writing, reading, or just here for the energy, there's a seat for you.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173431424%2F2557368673731%2F1%2Foriginal.20251223-013635?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=304b254bc088ac94622b7dc8372cd3f6,Multiple dates,,,,Downside Up,12820 North 19th Avenue,Phoenix,AZ,85029,https://www.eventbrite.com/e/margin-mic-a-club-for-written-spoken-word-tickets-1332538992999
Murder Mystery Dinner Theater Show the Old Spaghetti Factory in Phoenix,"Date night turns deadly at a murder mystery dinner theater where no one is safe. Get your tickets before it's too late. Join us for the immersive mystery experience everyone is dying to attend! Why watch a show when you can be part of one? This immersive murder mystery dinner theater experience is sure to be a KILLER time! Work with a team of fellow sleuths to unravel the secrets of the mystery, where even YOU can be the perpetrator. Each clue leads you closer to the truth, but it’s up to you and your team to put your skills to the test and solve the mystery before time is up! 2025 July - 1990s Mall Opening August - 1980s Battle of the Bands September - 1920s Mafia Wedding October - Modern Billionaire’s Masquerade Ball November - 1930s Old Hollywood December - Office Holiday Party 2026 January - Modern Billionaire’s Masquerade Ball February- Modern Wedding March -1920s Mafia Wedding April -1990s Mall Opening May - 1930s Old Hollywood June - Modern Wedding Indulge in an irresistible selection of entrees*: Menu Items Spinach and Cheese Ravioli One soft drink (no refills) is included with the meal. There is a cash/credit card bar available for additional beverages. Don't miss out on this killer murder mystery dinner theater experience – reserve your seat today! Don't see the date you're looking for? Call and schedule your own! (888) 643-2583",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F781857739%2F1973324046593%2F1%2Foriginal.20240603-155755?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=9f33b348a7ae4276abf33dbb35d86895,Multiple dates,,,,The Old Spaghetti Factory,1418 North Central Avenue,Phoenix,AZ,85004,https://www.eventbrite.com/e/murder-mystery-dinner-theater-show-the-old-spaghetti-factory-in-phoenix-tickets-1197540368479
Self-Care City Scavenger Hunt: Based on Hot Habits Series - Phoenix Area,"Self-Care City Scavenger Hunt – Based on Hot Habits Book Series. A fun hunt in your city to help you explore the sites and build wellness! Revitalize your approach to personal development with our ""Self-Care City Scavenger Hunt!"" This event harnesses the dynamic VARK (Visual, Auditory, Read/Write, Kinesthetic) learning methodologies to create an engaging, self-guided adventure. Perfect for individuals or groups, it offers a fun and interactive way to explore wellness, which encompasses seven critical areas: Physical, Emotional, Intellectual, Social, Spiritual, Environmental, and Occupational. Our scavenger hunt is designed to support these facets of wellness through targeted self-care habits inspired by our Hot Habits series. Dive into this transformative experience to engage all your senses, explore your city, and create memorable moments that promote personal growth and lasting change. Each aspect of the event is crafted to support habit formation in a way that resonates best with your personal learning preferences, ensuring a fulfilling and transformative experience. Available as an add-on to your Self-Care Scavenger Hunt experience. These guides are your essential companions for building a sustainable habit offering practical, research-backed strategies to help you integrate effective reading seamlessly into your daily routine. Embark on a transformative journey to form your new habit in 90 days, following the 21/90 rule: it takes 21 days to build a habit and 90 days to make it a lifestyle. The guide includes access to an app with daily prompts and tracking features.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F844472279%2F1395832153743%2F1%2Foriginal.20240907-195113?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.005&fp-y=0.005&s=0e91d8e4a59799359ec8cd3e84e7f960,Multiple dates,,,,*Recommended scavenger starting point or other city spot of your choice! (YOU MUST USE PDF TICKETS EMAILED FOR EVENT- NO MOBILE APP OR QR CODES ACCEPTED),4415 North Maryvale Parkway,Phoenix,AZ,85031,https://www.eventbrite.com/e/self-care-city-scavenger-hunt-based-on-hot-habits-series-phoenix-area-tickets-1056205120949
Drag Bingo Phoenix - Ultimate Drag Queen Bingo & Drag Show in Phoenix,"Drag Bingo Phoenix - The Ultimate Drag Queen Bingo & Drag Queen Show in Phoenix Get ready for an exciting evening of laughter, fabulous performances, and interactive fun at our Drag Queen Bingo in Phoenix! Your ticket grants you access to not only a thrilling Drag Bingo Phoenix game but also a show filled with fabulous drag performances, comedy, and playful audience engagement. Whether you're celebrating with friends, enjoying a night out, or looking for a unique event to attend, our Drag Show Phoenix will leave you with unforgettable memories.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1003825653%2F1392133986523%2F1%2Foriginal.20250408-143100?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=f0c82c9c671e880e910f4ef8e8fedc73,Multiple dates,,,,Drag Bingo Phoenix,4108 N 5th Ave,Phoenix,AZ,85013,https://www.eventbrite.com/e/drag-bingo-phoenix-ultimate-drag-queen-bingo-drag-show-in-phoenix-tickets-1323595061459
Introduction to Kumiko,"Introduction to Kumiko Join us for an inside look of Kumiko the Japanese art form of building decorative screens. In this class we’ll dive into the history of Kumiko and its origins. Look at the various styles, tools and jigs used by the masters themselves all while building two decorative 5”x 5” screen tiles in both Asanoha and Izutsu style.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1044895893%2F166473302630%2F1%2Foriginal.20250603-160053?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.00526515151515&fp-y=0.005125&s=dee2e9c4d25180838b5a78bf90ed8e73,Multiple dates,,,,Rockler Woodworking and Hardware - Phoenix,4626 E Thunderbird Rd Ste 110,Phoenix,AZ,85032,https://www.eventbrite.com/e/introduction-to-kumiko-tickets-1303072869029
Non-Profits and Business Networking | Elevating Your Potential - Phoenix,"Strive welcomes you to 'Non-Profits and Business Networking', an event for tenured and newcomers at The Grand!Event is 21+. Limited Tickets Strive welcomes you to 'Non-Profits and Business Networking', Phoenix's hottest networking event! We are set in the perfect central location in Downtown for all to join. Are you interested in non-profits and business? Want to elevate your career? Meet Executives, Consultants, Benefactors, and more who are active in the space or are eager to get started. Pack some business cards and come with an open mind! Meet your future business partners, employers, coworkers, investors, and friends. You don't want to miss this opportunity to expand your network and create a brighter future. We will have a space for our event to check-in. The event will go from 6:00 PM - 8:00 PM(feel free to come at any point in this timeframe). Name tags will be provided. Business casual dress code. Job fair attire. We look forward to meeting you at the event! Sincerely, Strive Networking Team",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F920645713%2F2244249934723%2F1%2Foriginal.20241219-220345?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.502840909091&fp-y=0.512417218543&s=3a5d776afa63d0395cd216191fbda20a,04/29/2026,06:00 PM,04/29/2026,08:00 PM,The Grand,718 North Central Avenue,Phoenix,AZ,85004,https://www.eventbrite.com/e/non-profits-and-business-networking-elevating-your-potential-phoenix-tickets-1981591788382
